_max_adv,_mean_discrew,_std_discrew,ValFuncLoss,_max_act,_max_discrew,_mean_act,ExplainedVarOld,Steps,_max_obs,_MeanReward,_std_act,Beta,_mean_adv,_std_obs,_min_discrew,ExplainedVarNew,PolicyLoss,_std_adv,_min_act,KL,_min_adv,_min_obs,_Episode,_lr_multiplier,PolicyEntropy,_mean_obs
3.1300703751959142,0.0034637470432426405,0.0005719954770601795,0.0014299755237745816,2.299008,0.06071406369659261,0.035904787,-35.645800692556854,460,1.1635780938806946,3.3258867697194057,0.43515876,1.5,2.3169871818264135e-17,0.09020800037891377,-0.05817130207316933,-1.3651742633699522,-0.029164437,0.9999858506482697,-2.556375,0.0130627155,-2.1410965479496036,-1.767198000290333,20,1.0,5.5083876,0.037570537154938355
3.228818587994275,-0.02263833813263913,0.0006804109210833756,0.0005334373133053345,2.3683796,0.041273738368417696,-0.037348635,-1.3644722973900096,555,0.9620695317559737,-2.315306790527104,0.4043983,2.25,-1.1202250338560138e-17,0.07751329462656797,-0.08816048406462902,0.2674664436922374,-0.025405904,0.9999479041174957,-2.323898,0.012238205,-2.952096902793103,-1.2685875637354656,40,1.0,5.506423,-0.0028865469885332225
3.1085437008259826,-0.0029009838565709884,0.0005452862674834211,0.0004296918437532025,2.0570564,0.08217950932316041,-0.0082820505,-0.0018963992036844513,533,0.9291650082978644,2.712519456840311,0.40886572,3.375,-3.332752043902909e-17,0.08374305479219031,-0.05983915132089956,0.23911688104773188,-0.025011705,0.9999084916240049,-2.325873,0.012232266,-3.4068771693674593,-1.5669294228779005,60,1.0,5.5191402,0.004442824839073109
2.47196043887735,-0.005176385140876049,0.0007103540006380179,0.0004353935532593702,2.2247431,0.06629551644825392,0.002336158,0.131569952513637,546,0.911997331557366,2.6296322304598387,0.39678654,5.0625,0.0,0.07790860034667421,-0.06746153034973426,0.3870754277376287,-0.029848076,0.9999138888232858,-2.1747274,0.008673636,-2.9246691211110427,-1.2221016182410642,80,1.0,5.496579,0.009707620247313838
3.266823845375245,0.016871347687295587,0.0012427379859960889,0.0010004642977813618,2.0266473,0.1426473986048841,0.035513986,0.09852726935455003,572,0.9935755542787779,8.29701617825646,0.40380415,5.0625,-4.9688303200007006e-17,0.07519212483495712,-0.03838323868676892,0.25001229662466373,-0.022229666,0.9999271781666987,-2.3617647,0.0048043085,-1.8641382893849598,-1.0707239218933937,100,1.0,5.4954524,0.018171745975227253
2.6382727988837917,0.02133500016464454,0.0016824269626301788,0.0009074793345527831,2.3619747,0.14457683297448867,0.039533496,0.24021973866436275,709,0.900128107479535,11.943308786447583,0.40822527,5.0625,1.0522847285586815e-16,0.07265296802103262,-0.07177752271267468,0.4620745396986241,-0.015490742,0.9999328986251439,-2.4340076,0.0031332604,-2.5990460552947336,-1.084278127536783,120,1.0,5.4755254,0.021362675751397813
3.4628419550251963,0.02428732796637926,0.0026275283447715556,0.0017128297498883664,2.07825,0.1817946195621395,0.05668907,0.2573847235299501,703,0.9603409328929855,11.832700855368298,0.38309017,5.0625,2.0214587077101002e-17,0.07476654323562983,-0.08105539637503767,0.36443549907630957,-0.018956272,0.9999457737746249,-2.147336,0.0041216062,-2.714963065310361,-1.2091599677491407,140,1.0,5.464531,0.024836843027640852
2.5440651495022797,0.009717831119403405,0.00387437002830891,0.002030634929538853,2.254106,0.16689626279742503,0.061255377,0.3548893091468329,785,0.8809603130003371,11.178870668688473,0.4042883,5.0625,-3.620599927440001e-17,0.07428361711792594,-0.1775469703919925,0.47851500135743263,-0.019974947,0.9999456951917214,-2.178508,0.004585942,-3.6013062419847857,-1.3717474809921468,160,1.0,5.46793,0.03033822544327281
3.631118811194482,0.03407596681648656,0.003393460562227259,0.001940966246366592,2.454031,0.21017532684854648,0.07847113,0.30026033048279654,813,1.0513866315031681,16.615124810389492,0.39589283,5.0625,4.3698815237398535e-17,0.0715286941527969,-0.044991551687859385,0.428622496416749,-0.013075516,0.999950207154811,-2.1949744,0.002728868,-2.3047414089199494,-1.2055412863754564,180,1.0,5.470727,0.030076314720736217
3.18265722517035,0.05596319897429694,0.005607095592720766,0.0035231171618528043,2.578853,0.3421533352515796,0.09236846,0.27897360291748907,902,0.9944383516985457,23.32807711934502,0.38168988,5.0625,1.575482784390466e-17,0.0673263089789872,-0.037794670870238724,0.39469211152114225,-0.01179358,0.999959149595327,-2.3002722,0.002481125,-2.3233943239868453,-1.2040788965075673,200,1.0,5.4475784,0.0427576955521179
