Steps,_std_act,ExplainedVarNew,_mean_discrew,_min_obs,KL,ExplainedVarOld,Beta,_std_discrew,ValFuncLoss,_mean_adv,_Episode,_std_obs,_std_adv,_lr_multiplier,_mean_act,PolicyLoss,_max_obs,_max_adv,_min_act,_mean_obs,_max_act,_max_discrew,_min_adv,PolicyEntropy,_MeanReward,_min_discrew
1046,0.3660873,0.6530913840767898,0.08775954991802212,-1.579838539024606,0.0030975924,-0.21148688622568734,3.375,0.01498848649382456,0.005361497202634406,-2.0378854754113773e-17,220,0.07611145709152178,0.9999838772695375,1.0,0.13399455,-0.025424514,1.058068491771175,4.232518878817208,-2.2462173,0.012020445894239968,2.4225338,0.5680223253473045,-4.764105432419751,5.439582,29.57654565997466,-0.034173117500037015
1315,0.37600687,0.6611183049655178,0.08096179768352689,-1.6260231064665778,0.0020249402,-0.0845460955654811,3.375,0.01938236479417294,0.00658631872923528,-1.485925873262567e-17,240,0.07758038881481949,0.9999842058187931,1.0,0.15387799,-0.023687605,1.563334522529239,3.9328535903712534,-1.988237,0.03108383145601468,2.491409,0.6204177116252204,-4.706967592469375,5.4163113,38.77290954185496,-0.11601180108374308
1554,0.36176053,0.7541858452819448,0.3239692431930013,-1.5324809317682748,0.0018307319,0.20861750723571293,3.375,0.09755478942666697,0.02477526293534841,-8.230224738533979e-17,260,0.08853110709280962,0.9999873516398423,1.0,0.16196916,-0.01872194,1.8350636721803377,3.399308973653976,-1.7775759,0.03371040321342181,2.4458706,0.9504264882983336,-4.798571171894391,5.3941126,83.47922335138988,-0.04527799775210588
1859,0.3680221,0.8174366685670127,0.2693268867789128,-1.3459152616009609,0.0015027915,0.34572676422729065,3.375,0.07668379808870412,0.014194294229400621,-7.644354338462616e-18,280,0.08758219609880602,0.9999885416066986,1.0,0.15826695,-0.017542372,1.7297220624335794,3.133540098766541,-2.3443851,0.02854587490385135,3.1440644,0.8336011569815898,-5.605311150023248,5.3897266,92.41487742040226,-0.12402409890797779
1610,0.3707391,0.83404822229217,0.16324794346807583,-1.2394406612370579,0.0015542174,0.3864059816925446,3.375,0.06696832339518419,0.011173921206920899,-8.826617835529195e-18,300,0.08011724408882465,0.9999868707006944,1.0,0.14734082,-0.017266182,1.569598449652301,3.598675264684122,-2.1656392,0.009623828565933214,2.5912006,0.9351221029690437,-5.516091024104726,5.357219,54.23083792298014,-0.11540012495952351
2046,0.35437584,0.8067903604365433,0.23046525150348882,-1.3484096603151816,0.0010049911,0.3025081241975689,2.25,0.07476811142454864,0.014605727109171096,1.3891353582797658e-17,320,0.07767919218016023,0.999988397871777,1.0,0.1640212,-0.011754706,1.371995181734359,3.8452904859361503,-2.3612218,0.024077320742133028,2.411882,0.771947625568214,-4.45667951583381,5.3472757,84.80025153434049,-0.19502492466632082
2355,0.35897395,0.8223813685104795,0.2735138556670806,-1.2905066795582385,0.0014544396,0.44016050631727344,1.5,0.10392159754940496,0.018720443087648725,-2.4137332849600007e-17,340,0.07221681994944462,0.9999876429460873,1.0,0.16446091,-0.011488378,1.3547984401500386,3.550304065960379,-2.2212615,0.03213155398226811,2.6148016,0.907633753481766,-4.726447365146143,5.332509,103.05787055343089,-0.21475950314628545
2391,0.35043022,0.7690275247962404,0.21897051082130994,-1.378508755388936,0.0029201333,0.13329237078130995,1.5,0.08533815167699728,0.019835026506545332,1.1886955010624846e-17,360,0.07382415331393513,0.9999902944360566,1.0,0.17055172,-0.014045563,1.2715413260501638,3.3312378707185037,-2.2123394,0.01873644023648856,2.4071937,0.9562013583267741,-4.730294840984061,5.3211894,90.16528692424961,-0.1452211416497573
3071,0.35264993,0.7633895770362993,0.27539125788967306,-1.3953604620180373,0.0016829964,0.2414325644614448,1.5,0.08941364405438597,0.021228225148221355,-2.31371779798144e-18,380,0.07322334498681152,0.9999891796078031,1.0,0.17895757,-0.010649836,1.7650255951782368,3.496712587936088,-2.0467386,0.03291906033300485,2.5472138,0.8385701258188162,-4.351240189123471,5.3059473,123.56465523884283,-0.1513716943314047
2585,0.35485944,0.8404125890884893,0.26488194294911604,-1.1558309544262468,0.0018232192,0.46316372295860286,1.5,0.10443650268840454,0.01667385966135473,0.0,400,0.07005275294445973,0.9999880378264295,1.0,0.18980274,-0.01314589,1.532684195959994,3.7837772042911704,-2.1013556,0.031619999138887384,2.5039396,0.9269948288125689,-4.663810649588998,5.299887,115.70482721794599,-0.16009777381454762
2589,0.35414907,0.861457640192823,0.21980187787095076,-1.1095826965602704,0.0018666394,0.441034816585791,1.5,0.09784501181342212,0.013555758019184419,1.0977871545154116e-17,420,0.07012395684806441,0.9999887417021281,1.0,0.18924358,-0.013404786,1.2228528736286204,4.428727486371767,-1.8657695,0.02407063035949549,2.7733593,0.9409655359731937,-4.408704185542924,5.314754,103.36526121703324,-0.3008123681083198
3308,0.36196038,0.8607465967892914,0.41760062254133323,-1.3334939841484015,0.0019238837,0.44519489914321786,1.5,0.11560736842428751,0.01610434521022449,0.0,440,0.0742309919443703,0.9999892062778015,1.0,0.20121537,-0.010919999,1.3893845715370516,3.868752373108424,-2.440277,0.030220628983920476,2.872097,1.0053143304632175,-4.254281170915614,5.322436,186.63128937828293,-0.20084053939002922
3124,0.35117364,0.8938458122986022,0.3798154889812524,-1.4287103509638421,0.002081049,0.5087427214671185,1.5,0.11335548881914734,0.01224239229779661,-9.097858332395649e-18,460,0.07312048282732583,0.9999897607905872,1.0,0.19333275,-0.011920426,1.4125955735218871,4.321580502378405,-2.0138557,0.02449631928160014,2.608184,0.9841154854398261,-5.465324403286605,5.3392797,170.70713033870427,-0.18674153901915497
2901,0.35617945,0.8002026900803397,0.2816797229116667,-1.1848061211888954,0.0021264844,0.29185898895754814,1.5,0.10203887348471267,0.021019793128091935,-1.9594422220202694e-17,480,0.06975907221557365,0.9999894000083591,1.0,0.18536995,-0.013515287,1.406050455624262,3.6248066378411585,-2.5993915,0.023397514294947873,2.7608812,0.8889546626414759,-4.127240742832496,5.338192,125.36038915683912,-0.21409417533467928
2822,0.36174074,0.8677260461909021,0.23003351770227998,-1.3420283898028889,0.0033409863,0.48855320102515476,1.5,0.0855167332838755,0.011360309823152672,2.7696563052307236e-17,500,0.07350835370154861,0.9999883232674596,1.0,0.1896045,-0.014621294,1.543923718689267,4.217768248509309,-2.4501336,0.016643615447951482,2.535291,0.8940469503073375,-4.229687222997968,5.313845,119.17229083023365,-0.19197676990843615
3852,0.36221352,0.7841838386066828,0.4771453787478912,-2.065255148754453,0.0030455866,0.17703638027922264,1.5,0.10439756090955124,0.02423488620006204,0.0,520,0.07614202969083186,0.9999900549591869,1.0,0.20487662,-0.012402916,1.4716289498791926,3.221061033831497,-2.7189324,0.024766968631458112,2.579636,1.0265016047961186,-4.396875517106247,5.298477,218.37671600399844,-0.1989447549806102
3650,0.353232,0.8565141701953968,0.3682785783998082,-1.2379593313475354,0.0021766317,0.5210452682750895,1.5,0.12016988995994897,0.017262146754440388,-1.9466924267400005e-17,540,0.06922738228798278,0.9999882606615673,1.0,0.20037898,-0.011864677,1.3097319837200116,3.816221716808597,-2.0081453,0.027798340937423883,2.6682193,0.9664415574906344,-4.0870832184449,5.3036985,179.9354970872615,-0.23705892669467762
3432,0.35221156,0.8565464347546742,0.43109683498265494,-1.3657250004121526,0.0020573172,0.5122161746430706,1.5,0.13547765035079412,0.02010702241117032,-1.656276773333567e-17,560,0.07101458601338609,0.9999887138676247,1.0,0.19637395,-0.01416186,1.2826315999550777,3.932387231545698,-2.336842,0.030603517542066336,2.9484558,1.1023189063374983,-4.964327082147091,5.309431,197.29213272092704,-0.25107685630577065
3166,0.3560896,0.8454609530601878,0.3398161633047694,-1.4979377478211928,0.0024155618,0.36693811862151127,1.5,0.10415761172770897,0.016261265724736094,0.0,580,0.07161847931495696,0.9999901408290714,1.0,0.19789769,-0.013328755,1.2803688875331054,3.5832791492014984,-2.4446254,0.020604202671155168,2.345208,0.9730940106994623,-4.930240144156339,5.3040247,162.88472157218513,-0.14036525932694502
3467,0.3589014,0.825910661647302,0.3968134889697132,-1.22991641626096,0.0020557102,0.3671754939662558,1.5,0.11236502744144579,0.019581483876046253,-1.6395563559506204e-17,600,0.07108686827452872,0.9999899424493229,1.0,0.20191582,-0.01262013,1.1609096424440446,3.5834468470311873,-2.5698717,0.023509380934716176,2.744644,1.0450645626513024,-3.7983115246873096,5.296168,174.37448495405684,-0.14141153792448266
3369,0.35255933,0.8919248785317012,0.40488362857219695,-1.3749238058705522,0.0018164447,0.5850535956784807,1.5,0.11279398062850034,0.012230900846644846,-1.6872490015081038e-17,620,0.06750708251632037,0.999987867871891,1.0,0.20628124,-0.01162444,1.2968351273586816,4.256267290887214,-2.2881274,0.032458055370159035,2.557929,0.9797232032234806,-6.109090982293223,5.297512,188.86213005242604,-0.2394647324203379
3451,0.35642338,0.892536688179486,0.46187281870851254,-1.1667754139123656,0.0024649645,0.6182466992943084,1.5,0.12782733337047136,0.013868266956892226,0.0,640,0.07090641873541374,0.9999876730905847,1.0,0.20547661,-0.013900555,1.3866037277808587,4.131757905313316,-2.1147165,0.027854852883365915,3.1059256,0.9887995097276592,-4.748349938555482,5.2870235,207.49692090105708,-0.1591485647246497
3629,0.35425615,0.89152220325141,0.5316171452929325,-1.2625763835472756,0.001683776,0.609472410615686,1.5,0.10977049331511904,0.011941421197091968,-1.17477443222943e-17,660,0.0690751543917333,0.9999869455595763,1.0,0.20697555,-0.011318943,1.3466546740703245,4.247414133080291,-2.283416,0.033165314208401825,3.1816523,1.019293954999637,-4.467615844022924,5.2737117,242.62713065701865,-0.12780357706494944
3568,0.35320723,0.8849055565551649,0.4877115127784941,-1.139840233826116,0.002270153,0.5219399309234365,1.5,0.1086364476244561,0.012519457546648257,0.0,680,0.07001904674066023,0.9999891854664913,1.0,0.20534834,-0.013560912,1.3538463240994993,5.214675599203643,-2.4580655,0.02790522265018653,3.012822,0.9899244633237214,-4.688867038670346,5.27057,223.87477555459895,-0.153230565173616
3757,0.3529825,0.8795294876412939,0.4849426805556855,-1.2929599354127035,0.0018699882,0.5434742944186544,1.5,0.10263901005218697,0.012367079246475777,7.565001179239822e-18,700,0.06710349076427832,0.9999878323267596,1.0,0.20762533,-0.011837708,1.5280725251368426,4.160735427037236,-2.2909217,0.032208008328161696,2.402549,0.9854588493899127,-6.471558955355493,5.2523403,228.26239604176664,-0.12527744918125983
4606,0.35295662,0.8639337000310497,0.586828707786467,-1.1202120022029938,0.0018964978,0.12754277276353154,1.5,0.11206513952034285,0.015251282276564915,3.7023503383070785e-17,720,0.0678367221590957,0.9999878803373444,1.0,0.20904267,-0.009222301,1.3689854258940024,4.269247277530364,-2.3960807,0.035862203618014614,2.3683767,1.1501858483741658,-5.276688502940072,5.250679,295.66237586327884,-0.12223076037425487
3403,0.3534433,0.8837785242296304,0.4732293744884575,-1.132252319019884,0.0029923301,0.6535337729314261,1.5,0.10973788427172522,0.012753904559761392,-1.6703913858597714e-17,740,0.06971158251350838,0.9999860221903356,1.0,0.20080443,-0.0144402,1.3804128622230534,4.527049563674733,-2.172581,0.025752472103273343,2.5354352,1.0647084032234426,-5.827254947128723,5.2284956,220.5968841008351,-0.14228302882473728
3428,0.3522117,0.8652471675219344,0.5479137073175909,-1.1528000176940514,0.0023681447,0.29034826949843995,1.5,0.09624497139532823,0.013014243008773815,0.0,760,0.07331517281855045,0.9999889918416763,1.0,0.21403754,-0.013731116,1.3252937504719862,4.037119592671508,-2.3930194,0.023875688557391136,2.8830838,0.9520847617119164,-3.9193378210148015,5.212408,230.54425123467263,-0.0967942928884969
3431,0.34658346,0.8993096267406666,0.5616108278041663,-1.465667620845181,0.002365312,0.48320724997077114,1.5,0.1112348346074318,0.011202263004180143,-8.283797560595747e-18,780,0.06787468090970329,0.9999872251446936,1.0,0.2168471,-0.015089277,1.2389816394974487,4.621742101590505,-1.968432,0.030047601971948012,2.4585445,1.004959475402559,-5.877750129223998,5.220857,242.5517571540558,-0.15078308684392508
3601,0.3610508,0.8482468914029917,0.43272711282409027,-1.28031651718685,0.0027355992,0.32483487508157605,1.5,0.12628824993094168,0.019206391374957308,9.86590857761872e-18,800,0.06896808994203657,0.999989742077937,1.0,0.21710396,-0.0145859225,1.09149074837767,4.320741318984296,-2.439106,0.02234087149396351,2.7365825,1.0652952075883801,-5.030111819637629,5.2414374,202.73183464958385,-0.15446083873103872
3858,0.3506681,0.8883049297868679,0.5761742999856768,-1.341750966292393,0.0017481629,0.45905307619236635,1.5,0.11570689893556861,0.013045489976039356,2.9467816931471236e-17,820,0.06619315432593864,0.9999889456932095,1.0,0.21022004,-0.011192922,1.1030457379257887,5.229553893555166,-2.2967498,0.029834618668544397,2.2474127,1.091387322282791,-5.192117123521041,5.2243347,259.5476878748031,-0.12844196777285358
3917,0.3532872,0.8544656723068521,0.5887326885137472,-1.3149360383534874,0.0019513898,0.1020730154960321,1.5,0.09654352617837203,0.014054712261368386,-1.813997283022977e-17,840,0.06620606983648926,0.9999904448828111,1.0,0.21107557,-0.012356227,1.2960094177221146,4.619624042309126,-2.1806333,0.030559654424827727,2.5319178,1.0149980372863416,-4.955187297872474,5.2128243,269.3725308876084,-0.14891514624002986
3757,0.35805473,0.8473715351123761,0.6088326431599475,-1.4872304011233688,0.001896517,0.3828532129645069,1.5,0.07508553078343778,0.01149431509461384,-1.5130002358479643e-17,860,0.072923683817045,0.9999881988037113,1.0,0.23214522,-0.012609025,1.2026157727213016,5.031755310191711,-2.4700165,0.022767513905848913,2.8270473,1.031678578766025,-5.779942446302817,5.202364,263.5652947929044,-0.07017628635786856
3615,0.35661522,0.8945495382924628,0.612340337157793,-1.1781141524115128,0.0026142278,0.6224238315324637,1.5,0.08920216393682162,0.009436536317874137,1.5724320570071373e-17,880,0.06920139675043156,0.9999834500990047,1.0,0.2147239,-0.014083756,1.251787807013726,8.694996819957503,-2.11392,0.028888457686237143,2.647068,1.0243899297712542,-6.308159653846788,5.215071,268.05469942951356,-0.16663409325722608
3668,0.35694957,0.8996468384479557,0.6069801593779198,-1.4715063771120802,0.002773135,0.5978512936931264,1.5,0.11745661251809,0.011956498129921552,2.3245672925630322e-17,900,0.07175516876098761,0.9999858228707068,1.0,0.21353665,-0.014655251,1.1431984957341685,6.284775966532123,-2.8164778,0.021186417554131143,2.761804,1.0714087244993387,-6.567398622008746,5.2235594,264.48091754139045,-0.18202013656056146
3375,0.35699666,0.8993134148154787,0.5903068139586561,-1.2788798327101711,0.003646784,0.629016579821212,1.5,0.07829020340547349,0.007949752495631898,-2.105311809659556e-17,920,0.06921333047675587,0.9999850798023612,1.0,0.2147256,-0.015666675,1.1935250538903146,6.359854749870564,-2.2784512,0.02519802492830231,2.9423442,0.965292829786648,-6.165234763269661,5.2388377,261.83555847425015,-0.07210363812109813
3917,0.35407054,0.8854290311338033,0.5124041905223098,-1.4343449514050082,0.0022558875,0.5037713574342723,1.5,0.14060757692456122,0.016845309041836773,2.902395652836764e-17,940,0.06442396677889867,0.9999878861536697,1.0,0.21458876,-0.013590581,1.52181394740305,4.837020928229744,-2.0192215,0.02617604332680993,2.4969623,1.2113056143100407,-6.098482814435584,5.2544537,235.00490153488013,-0.1048291955175266
3561,0.36153778,0.8694061069317407,0.5716119124066651,-1.4542095169652307,0.0018256782,0.5253013212459546,1.5,0.11166491323688141,0.014864733180487588,3.192553713047347e-17,960,0.06903708376198424,0.9999871572374147,1.0,0.22227508,-0.011986764,1.1977748852363233,4.297405492087818,-2.105403,0.02870843044721338,2.9539628,1.0254402509210827,-5.8937002267111565,5.261488,261.16678785546435,-0.17823577147998754
4126,0.36194173,0.9258027001482262,0.6411987695072295,-1.3648375295549493,0.0027130342,0.5544405374636802,1.5,0.1074128665789406,0.007970644002106222,2.7553765807468743e-17,980,0.06357785784517395,0.9999870699472434,1.0,0.2257609,-0.012623319,1.1940309143170418,5.338446490374911,-2.2615795,0.03225539060489554,2.6888964,1.1618566654645197,-3.8073403092308133,5.2453365,290.53553096805865,-0.12464442970890224
3555,0.36202917,0.865264619635786,0.5125232604656728,-1.5404541373145726,0.0024408428,0.48383316126725917,1.5,0.1067391634337939,0.014545307388668363,-5.99614123004304e-18,1000,0.06823683408299325,0.9999882999752524,1.0,0.21469317,-0.017158702,1.2050152899401472,4.02219907816653,-2.3868542,0.02400459294568463,2.4584827,1.0394296584462466,-7.0463960047828795,5.2075434,240.11892578800422,-0.14190711767862402
3578,0.35867724,0.8785894101081465,0.6220126580007829,-1.4828599400988014,0.0024733327,0.5299354086912924,1.5,0.08155512906088587,0.0099017676615845,1.5886925338403582e-17,1020,0.06913034219636069,0.99998513970811,1.0,0.21438503,-0.017171014,1.2003281958003436,4.973842829947044,-2.071641,0.023340496518988733,2.8888793,1.04998816051965,-5.625919598372281,5.179574,269.45290634423304,-0.11766333126566483
3533,0.3535675,0.9077258803733873,0.5266164489528362,-1.240840925882258,0.0024337717,0.5725113758285882,1.5,0.10995545829787479,0.010152727156341388,-8.044638955676197e-18,1040,0.06462776148544509,0.999987437404863,1.0,0.21423747,-0.013512805,1.405284056838374,4.8822236181386,-1.9600892,0.02917321932356919,2.6858263,1.0075390106857496,-5.335546178647285,5.165634,237.42812436931317,-0.15730652890927777
3753,0.35456684,0.9085909965517055,0.5746062574257085,-1.5159959165663317,0.0023097103,0.613499131233499,1.5,0.10820733592707424,0.009900959744605073,-1.1359596095285374e-17,1060,0.06418299981613299,0.9999867353545655,1.0,0.21345922,-0.012835323,1.084272457674348,6.252302823726712,-2.3094764,0.029124496879387125,3.1226459,1.117467586435144,-5.497384782531817,5.1627254,262.6270694413987,-0.08957575458869141
3877,0.35699883,0.9062731340995643,0.723001310912748,-1.2378957348093116,0.0020940022,0.6687016442103193,1.5,0.06923211940329281,0.006556170000298049,-6.781037199670804e-17,1080,0.062136112768294845,0.9999818260845034,1.0,0.20800322,-0.013390467,1.0602507717234004,7.868354327279913,-2.1568494,0.03890698864969774,2.832963,1.1067676424146695,-4.687970682341977,5.159405,319.68720487788624,0.011058513398690965
4032,0.35779476,0.9119043767032089,0.5976766609063009,-1.3692397917115962,0.0038420646,0.48036249607894055,1.5,0.1019905438882209,0.009189017767298645,1.409807015397024e-17,1100,0.06237402805471749,0.9999874875409683,1.0,0.21865207,-0.017216159,1.2225599214154317,6.606013663015886,-2.171001,0.031047705064572304,2.5721567,1.1062748934121145,-6.082280347940369,5.1709156,277.8700682860985,-0.14490283678100924
4719,0.35583162,0.9023984541508937,0.6886114146220621,-1.3218197946354682,0.0021733635,0.3842015283054049,1.5,0.09564394413149536,0.009599451105629117,0.0,1120,0.06112274781522489,0.99998864971426,1.0,0.22514252,-0.010589817,1.143304199040747,5.432067585205577,-2.157075,0.04082465582796313,2.5220647,1.2165363737702053,-4.8231992656315565,5.1790266,335.67755786721506,-0.11801801765300685
3662,0.3574812,0.931887795465529,0.6819680621076114,-1.505853878311817,0.0038393892,0.6621233965360716,1.5,0.09642397861808204,0.006626105905754401,0.0,1140,0.06334810849579767,0.9999844016001392,1.0,0.20382595,-0.017720629,1.0723880339016258,7.037829864152203,-2.1962574,0.03340227138672505,3.0144475,1.1018027319897472,-6.264185641335591,5.184526,299.6879654787348,-0.17806910676844723
5152,0.3608618,0.853614350385052,0.6981115014110001,-1.3794522044816864,0.0020031547,0.42246709458693243,1.5,0.12613441581802848,0.018723153438576574,1.654990844161724e-17,1160,0.060484400623091746,0.9999876108039276,1.0,0.23570418,-0.010088777,1.0668072189481006,5.440587268384787,-2.1557007,0.033988656530428915,2.6109476,1.2110329322845639,-5.963006428323421,5.1669393,340.5451803349784,-0.1150332305057075
4204,0.3638655,0.910324192351298,0.7071466132405054,-1.2486177589747047,0.0029296067,0.5825274046530171,1.5,0.078201112584212,0.007050725291116483,3.042285738268745e-17,1180,0.06609625446283639,0.9999855057353519,1.0,0.2201335,-0.014361365,1.1602940852087298,5.296644686527398,-2.244332,0.023737252015877862,2.73108,1.071505639066668,-6.973721920216819,5.184831,327.3451754668949,-0.0828026409282658
3856,0.36592665,0.9290226116356829,0.6670724236695109,-1.1169708967687118,0.0033190902,0.6174769125783519,1.5,0.09231272376873198,0.0065619546333104024,-1.4741550534441913e-17,1200,0.06404145390965676,0.9999832584027264,1.0,0.21972293,-0.015142755,0.9990000000000008,7.048626415749546,-2.2464075,0.03411378176503984,2.5603898,1.107457976360036,-7.044643287126183,5.2122474,291.1304681784636,-0.1007141490876687
3988,0.36033714,0.9030270486044075,0.6379841900338225,-1.4578534107595964,0.0024186794,0.5461547028112274,1.5,0.12074967396103285,0.011719307345648895,1.4253615561887667e-17,1220,0.06328132249651791,0.9999864973307168,1.0,0.2144496,-0.0137529895,1.0595780714971064,6.126962721225303,-2.410436,0.024380261417987832,3.1250691,1.1110177199709086,-7.0989665941315145,5.22145,286.8106518344597,-0.11517568343859853
3581,0.37026286,0.920489020190427,0.6936636714043858,-1.4760620718102215,0.0026365065,0.5116882435108331,1.5,0.08171174399613769,0.006520768927489189,1.587361599017258e-17,1240,0.0678262578888184,0.9999856673265225,1.0,0.21112788,-0.014964103,1.1383207488899547,5.9583358593945634,-2.2840667,0.024610347969424972,2.5367668,1.0768996628736809,-5.680863048533464,5.238969,293.4164598571498,-0.060690874894055516
4670,0.36691415,0.9200037167206807,0.7729027212201856,-1.6405712331373716,0.004231107,0.6227484288646988,1.5,0.07065893589987612,0.00567662818141711,-2.7387086174907502e-17,1260,0.06331620794789873,0.9999818342955377,1.0,0.21712708,-0.018791009,1.2745070439134911,5.941503720963331,-2.1006734,0.029829820699551236,2.8421547,1.1318532553275658,-6.821473146086758,5.2332144,367.112969832246,0.009356340659869459
4785,0.37351933,0.942268974645666,0.8005044153087862,-1.584750170412897,0.0024086414,0.822558057280876,1.5,0.07527986069487017,0.004353414870752826,4.7518009497018195e-17,1280,0.061881251298037246,0.9999747710238123,1.0,0.21732557,-0.012402793,1.0518016761262483,8.765527501123103,-2.643225,0.03398296296621297,2.6178205,1.2133128271499631,-4.70566250368062,5.2310553,379.22063674458315,0.012399710602461258
3916,0.3721212,0.9400926167095851,0.6858742067179482,-1.3404255437119195,0.0025434934,0.7145495477526956,1.5,0.12163737674679882,0.007551057654004738,7.257842040450462e-18,1300,0.06775543499378311,0.999983357465892,1.0,0.22225124,-0.014460358,1.060450299539362,3.0533136159616334,-2.17976,0.017563385662029127,2.6455011,1.1436373025827593,-11.903319432599163,5.219283,293.8512259657321,-0.13853221567223295
4266,0.3698034,0.9459099322281882,0.7628607601408408,-1.6069500566192347,0.0027148416,0.7693068559048892,1.5,0.09069892128314548,0.004928905492908744,2.6649516577969066e-17,1320,0.06829502475522038,0.9999806483384046,1.0,0.22443904,-0.014695689,1.161838144781458,7.264093307654201,-2.1456156,0.01926430960046505,2.5166745,1.186597289781869,-9.759750872997277,5.1865005,331.5587443741707,0.000974875733967805
4783,0.3733472,0.8796006651638227,0.736448765349015,-1.4516834870768094,0.0027399827,0.47975825794729965,1.5,0.11336967386942765,0.013649842610985398,-1.188446975973406e-17,1340,0.06650426327255099,0.9999850899768375,1.0,0.22071823,-0.014536177,1.1787850079919104,7.701744349668496,-2.376203,0.02323128732557114,2.644003,1.2352458186671933,-7.7069887543030715,5.1738863,358.39673834363964,-0.13154788443155688
