PolicyLoss,_max_obs,_min_act,_std_adv,ValFuncLoss,_mean_obs,ExplainedVarOld,_std_act,_min_adv,_std_discrew,_MeanReward,_max_adv,Beta,Steps,KL,_max_discrew,_lr_multiplier,_max_act,_mean_act,ExplainedVarNew,PolicyEntropy,_mean_discrew,_min_discrew,_Episode,_min_obs,_mean_adv,_std_obs
-0.007196362,0.9728615546987295,-2.1477094,0.9999725614010186,0.00319408931795097,0.002708444292440242,-0.43936937440704016,0.4071792,-2.83917156252761,0.003883983061914363,16.580664478610665,2.787504587024027,0.4444444444444444,457,0.0012606273,0.2506211648729296,1.0,1.9947294,-0.031436652,0.28823295333998644,2.7687032,0.044579672250245186,-0.01934215211024839,220,-1.343064522187051,2.1378473997158376e-17,0.0441171709058318
-0.003966131,1.4472230681457363,-1.9644517,0.9999836117110703,0.029518591841947134,0.03007648504611985,0.11198630315213431,0.4022894,-1.7938509605669513,0.03865162546249037,38.68225998959666,2.5603423075135976,0.2962962962962963,582,0.0007099116,0.6693564346107362,1.0,2.195384,0.07974584,0.28876493281922233,2.7659802,0.17784732815657686,-0.01263087384199448,240,-1.6023291190396536,-4.883455228591754e-17,0.07175127929866405
-0.009643394,1.5743966408490566,-1.9921491,0.9999850220815865,0.02170705954960335,0.03730794416119908,0.19934158179403394,0.41290855,-2.114100434554845,0.040590768229345875,55.17129889662393,2.5851688487114677,0.19753086419753085,787,0.0013362045,0.7466297744010649,1.0,2.836465,0.084396735,0.4654570138389459,2.7633982,0.21701162703658777,-0.02497168328883993,260,-2.3135475935279164,3.611398911105973e-17,0.0928650231417041
-0.0074914317,1.1102960153353698,-1.8875672,0.9999873094578176,0.025701213050245236,0.03686029225581262,0.17132213263979768,0.3929309,-2.495495099899825,0.0389139516903841,52.083800504096715,2.6162682531744346,0.1316872427983539,716,0.0011575945,0.6986479282619893,1.0,2.0349653,0.104089744,0.34114106846843995,2.760776,0.22453264357090308,-0.006303392738431305,280,-1.5899562992832874,-1.9847562451399447e-17,0.061809807060860755
-0.008172516,1.5460534971118698,-2.1441271,0.999985827992182,0.024148353587280996,0.026433170869035676,0.06641412281007109,0.412922,-2.6310655129336884,0.029350572705498637,48.29557185812712,2.90360486359332,0.0877914951989026,701,0.0012009849,0.5702585046153599,1.0,2.210575,0.0917251,0.1911617671722553,2.7582932,0.185787251565989,-0.0062923261562554764,300,-1.8545794146952914,4.054452129872184e-17,0.06765597860917409
-0.0047316207,1.2393846594264273,-2.16498,0.9999836579464988,0.024785926297282396,0.042023621852283616,0.34332131518255227,0.4056724,-2.296027570653267,0.0414848486275161,63.837508537702135,3.3992882141627914,0.05852766346593507,833,0.0012114927,0.6735760610865639,1.0,2.177946,0.101985626,0.4118000156451098,2.7559352,0.24856657808168647,-0.005687879625782696,320,-1.1326519936381367,6.823939839232654e-17,0.060729217060052985
-0.006946244,1.3718415162542221,-2.2297614,0.9999835309433592,0.0221024814149283,0.019788145953844847,0.39081814345891175,0.4080126,-2.4544024467661636,0.04034404016320029,58.32776983295135,2.9328988909150007,0.03901844231062338,840,0.001458344,0.7172832324726535,1.0,2.2456293,0.09097409,0.45985528634032113,2.7543192,0.22708294331636722,-0.016178529872365944,340,-1.6751570003689902,0.0,0.06851719477057945
-0.008051969,1.1835535988358739,-2.5688004,0.9999866409791512,0.0383897624034765,0.010984564784109344,0.2683143534821508,0.40942022,-2.5105118418805112,0.05467219628703407,52.531314158586085,3.376451010927852,0.02857142857142857,762,0.0014383812,0.7719132177464071,1.5,2.4597864,0.06880997,0.30152113038518025,2.7520409,0.23449118424515575,-0.004310412548426137,360,-1.4476175190641893,2.564294650052855e-17,0.06202054657487068
-0.00687746,1.1280137770641,-2.4690564,0.9999850494066267,0.028888761334984983,0.013545711502533456,0.42505883964043456,0.4154857,-2.594270410885442,0.05597834849504776,70.8481106310973,3.58481821297651,0.02857142857142857,897,0.0022911425,0.8248241478517497,1.5,2.54274,0.08118898,0.49702322566717816,2.747148,0.28784571175558316,-0.018044371806413117,380,-1.8838804675443646,3.1685294794207366e-17,0.07545108272264743
-0.00997844,1.2478154859832873,-2.171873,0.9999875274923817,0.04324864744432031,0.02374099193375237,0.2572920165903575,0.40135708,-3.035556482759475,0.07252010489751222,103.11010832574684,3.421432682216917,0.02857142857142857,1209,0.003563169,0.9092428921317703,1.5,2.5547643,0.1086149,0.4200272838682685,2.7425919,0.3610214100257578,-0.02624248598443956,400,-1.5685984848963261,2.938555565591812e-17,0.08082723076612792
-0.014764334,1.2403919530119,-2.359723,0.9999871506543536,0.04134848718806382,0.010672271983611235,0.39217434367186965,0.41758236,-2.8549182855224267,0.06655819118768724,68.83540544498675,3.6747553088364167,0.02857142857142857,963,0.004605896,0.8431914811672317,1.5,2.4944859,0.07181707,0.44138986803154856,2.738988,0.27437403534386123,-0.00565141946642205,420,-1.3830671390404174,2.9513716957844244e-17,0.06747745516931136
-0.0076609305,1.585887553376511,-2.4107947,0.999987954802519,0.034742323050689444,-0.0007107202152297733,0.24909420759706802,0.42124262,-3.9946802221073354,0.06417988202270987,132.31821297876786,3.3391477669739693,0.02857142857142857,1382,0.0033547748,0.8152019484191381,1.5,2.3886526,0.12763709,0.5052722455130016,2.7367873,0.42979982959232654,-0.023643413265781843,440,-2.151839167383448,2.0565636346167876e-17,0.09495293934873068
-0.011123265,1.1847334101231362,-2.379194,0.9999877637986567,0.03488967979513269,0.003970827970034458,0.3487520637478845,0.4096559,-3.3201114092019917,0.06794562288422405,118.48043520943152,2.4670364387515313,0.02857142857142857,1279,0.0021783337,0.8079650149935301,1.5,2.4797451,0.11302319,0.4896104575378899,2.7345,0.39431862828441205,-0.005632873759122459,460,-1.5453205194287933,0.0,0.0765613171998354
-0.015310732,1.4585216584471805,-2.1540177,0.9999870509987169,0.031885100007913995,0.004631778779762521,0.5038132464467764,0.41040376,-3.2122736862239005,0.06949354942206361,98.7882866343328,2.8147989968018576,0.02857142857142857,1111,0.0047891033,0.8079665841524373,1.5,2.3249807,0.11083604,0.5413458356594218,2.732041,0.3663786947154323,-0.009700378153223273,480,-1.363469128159461,2.558209669703331e-17,0.07569910778222512
-0.007902109,1.4892992808523577,-2.5112715,0.9999884815035213,0.03740692244579249,0.00876908835221375,0.17380265263117134,0.40769124,-2.7513080813200435,0.0673762950112509,131.2659871811943,3.1589519881952817,0.02857142857142857,1399,0.00390053,0.8558227639373972,1.5,2.4767153,0.090048224,0.4474292493572041,2.730405,0.40421845566157655,0.0025202838289374203,500,-1.3161649205006627,0.0,0.07443695194433443
-0.008913418,1.3741189819641233,-2.2681568,0.9999877755333441,0.03677743802967913,0.010891147930636502,0.41305256114080857,0.42106238,-3.1042972167621476,0.07159853882619552,121.01353475643973,3.3473785805772303,0.02857142857142857,1343,0.0021302567,0.847288837648911,1.5,2.3579452,0.084076054,0.4870559575699739,2.7291002,0.3886336839262874,2.9056570992778115e-05,520,-1.189440823955967,0.0,0.06451224374805124
-0.008792505,1.3671162448386902,-2.8961883,0.9999850392282058,0.024212835211971463,0.009293278458265254,0.4350112927201877,0.4031309,-3.260930268621655,0.06019766470501432,185.58754873563706,4.4210232416366395,0.02857142857142857,1793,0.0018871552,0.9718179333618098,1.5,2.4281151,0.08257257,0.6141372324735975,2.7272751,0.4827295722759958,0.007400228236363086,540,-1.201049208166027,6.340593291780035e-17,0.06901375609478698
-0.0054902923,1.1865127547275593,-2.9759831,0.9999787398115023,0.003220185939063541,0.012526272359279032,0.7565401560170756,0.41003597,-2.920815439117252,0.05718678951936938,206.15158913521805,4.464828776221543,0.02857142857142857,1905,0.0022673968,0.8454392080566133,1.5,2.453388,0.098962456,0.9438039350739253,2.7255826,0.5180505452412172,0.011803040224402232,560,-1.1377743707257348,-1.491953250939843e-17,0.0603654423181714
-0.007644384,1.0939971386070724,-2.496427,0.9999828370325636,0.01899288129497693,0.012458339153725862,0.6475037257224675,0.43029937,-5.844945393118914,0.06122808294538854,175.10441255634422,1.7816875633729166,0.02857142857142857,1687,0.0035332313,0.8568802997222604,1.5,2.424574,0.100271165,0.7009440589100457,2.7242353,0.48497833063543455,0.005120846704849077,580,-1.0467365809256286,8.423743162538235e-18,0.06101131748571306
-0.006367803,1.2186991374309215,-2.3987782,0.9999750918170589,0.009649917505724252,0.011308478245806148,0.8105591094132527,0.42828724,-8.517076622227414,0.05729151186068628,193.7877138586241,3.7163272131800156,0.02857142857142857,1827,0.0025766671,0.8582143960498837,1.5,2.474038,0.10062601,0.8334780982963597,2.7229595,0.5030338647904046,0.007088769954186624,600,-1.23447949411349,2.3334736806571434e-17,0.06191231199491287
-0.01005043,1.0037388267891183,-2.455155,0.9999782813266195,0.01265211941726657,0.008127705202855018,0.7789647532807588,0.42061082,-6.34365718574859,0.06302558788631574,192.35487556667508,3.059905707411368,0.02857142857142857,1835,0.0032717243,0.8617750869534283,1.5,2.531339,0.09813283,0.7992848034042435,2.7214649,0.5120489691724567,0.0029605506125283745,620,-1.0725209730316752,-1.5488669989320986e-17,0.05715626658937035
-0.005331681,1.421506391018935,-2.2670038,0.9999386414578992,0.0012053118700214981,0.010845881024062965,0.9742394043646826,0.42116752,-2.7728844722890873,0.05495425398880989,204.53985581955914,6.181338071693841,0.02857142857142857,1881,0.0032482722,0.8521332890607556,1.5,2.2346246,0.09092681,0.9781453295371816,2.7198522,0.5076420555389601,0.011033347780040455,640,-1.0794894972514897,-1.5109893370762366e-17,0.0544651746068568
-0.008536759,1.119779353936362,-2.1326468,0.9999454320579023,0.0023546737105253424,0.0058678458242491785,0.9492570490785562,0.43765828,-2.3247227703227358,0.05844282278053204,208.72117815714,5.095986285578044,0.02857142857142857,1911,0.0043222276,0.9407208863441116,1.5,2.180915,0.07318579,0.9597803434313856,2.7185063,0.5155827858897796,0.011619539602936288,660,-1.0954053715429197,0.0,0.05551663094042982
-0.011116417,1.1129306443998983,-2.4572735,0.9999360379061558,0.001922491189645568,0.0039901202058572035,0.9650729257847797,0.451364,-3.2728292883358017,0.056529580420668205,207.61158617727247,4.903767470235298,0.04285714285714286,1913,0.010663153,0.8718595328259772,1.5,2.9891305,0.07309121,0.9667674759071088,2.7178032,0.51248761912994,0.01218212952354867,680,-1.2440085501326859,-7.428570159541037e-18,0.05999626152021825
-0.011012213,0.9817753685196642,-2.5565555,0.9999512490035352,0.00393929358504055,-0.00041006567417493304,0.937420706305955,0.4560258,-3.606749917915348,0.06391537925321807,220.76415406352527,3.4305059109687313,0.06428571428571428,1975,0.009103968,0.9682051689486719,1.5,3.0068412,0.065349296,0.9396781152186258,2.7181654,0.5454654431087319,0.01159690608401793,700,-1.174592603988607,5.036758633236153e-17,0.05477984688573359
-0.010832046,1.0881230107725441,-2.625006,0.9999654357159142,0.0035702104555102947,-0.01146966881276029,0.9130750774047949,0.47622457,-4.988888557654661,0.07004456835663005,236.38200708115318,2.573520804944374,0.09642857142857142,2104,0.009830968,0.9687583078142173,1.5,2.935943,0.029337138,0.9526166158374938,2.719673,0.576218204748347,0.012107214954858479,720,-1.3271922827794105,-1.8574073415782085e-17,0.06165951973079683
-0.012805015,1.0160935191853506,-2.5781982,0.9999666088837864,0.008879425811609026,-0.014987799656846554,0.8713690264427927,0.4638988,-4.80728237250812,0.07524777073089983,244.8512893268847,4.301267549804934,0.14464285714285713,2171,0.011420591,1.0885210592603836,1.5,2.488955,0.030471444,0.8824180703201427,2.7216842,0.5938238983286823,0.012710731308416446,740,-1.681939439856975,-5.2366115947312774e-17,0.06419336825415507
-0.010269858,1.1127548916932302,-2.7144086,0.9999684668169425,0.006669225445029121,-0.030850316749832643,0.8840044854073312,0.4736428,-2.8136624777972976,0.08151692043154961,259.1238818633975,3.3971412187512096,0.2169642857142857,2334,0.016443579,1.0770186858257202,1.5,2.506196,0.030478416,0.9245383242617056,2.7229521,0.6126068287393822,0.010896196927803647,760,-1.4695459646078366,8.524077378441647e-17,0.07084690989049992
-0.006008092,1.3332951978774252,-2.5612638,0.9999731783039079,0.009817274394868404,-0.024952769093711642,0.8416382576214336,0.49267355,-5.616493623592178,0.09043937884062712,276.6279549287533,3.22748184409426,0.3254464285714285,2370,0.010092973,1.1987398615899147,1.5,2.589617,0.010729225,0.8973152022295362,2.7236798,0.6580833926228332,0.010725161724101226,780,-1.3552781952554713,0.0,0.08281984760547534
-0.007929619,1.2259782460868096,-2.858279,0.999964471067689,0.008846974296081457,-0.02206940107330828,0.9085789761466289,0.49517727,-4.445578110036782,0.09880911284935595,294.074977751274,3.618224888527777,0.3254464285714285,2465,0.005922132,1.1523973207249398,1.5,2.4512808,0.008835272,0.9195833626327311,2.7237594,0.6978266536223339,0.01397809114418797,800,-1.2343106682469054,-6.629810516220002e-17,0.07829236424293519
-0.008430741,1.289179355470653,-2.6849134,0.999963137371779,0.0058674491263503836,-0.01802293549489109,0.927980854941856,0.48591104,-2.3099266018673643,0.10050661771454128,302.5273519961137,4.10441788510199,0.4881696428571428,2542,0.0061492426,1.2117947368567752,1.5,2.961569,-0.0016665284,0.9416367163188708,2.7227027,0.7128824955349242,0.01395628553704977,820,-1.3356838580013954,2.2361691133284034e-17,0.08082554050492628
-0.0060997205,1.1989597915617018,-2.7884145,0.9999639201986474,0.006764361625803992,-0.014699464474058049,0.9313921342042292,0.51834184,-3.0633959711268823,0.11042885430073848,320.89511329704237,3.3093861105043962,0.4881696428571428,2605,0.0058015767,1.250307832555637,1.5,2.9278321,-0.005107636,0.946012046183357,2.7213006,0.757325547893725,0.012999784733130426,840,-1.2637785548164284,2.1820890157699815e-17,0.08689797422191893
-0.004849628,1.164899550069258,-2.4184244,0.9999542512322731,0.003653888108730014,-0.00612786966449978,0.9552793263913035,0.503391,-4.905566133374307,0.11487609297360186,332.1789367656132,3.171476923849073,0.4881696428571428,2670,0.0038782114,1.2489000971296011,1.5,2.7091026,-0.00811559,0.9687356145748219,2.7197623,0.7776525676512623,0.014351884321053091,860,-1.3150149802802795,1.0644834992660677e-17,0.08361073105813077
-0.007432018,1.1896165632539657,-2.8115616,0.9999746071996088,0.015771943408713126,-0.003880516887361812,0.8735629384015988,0.50921744,-3.1827029503037156,0.1348183546044636,346.8663024865271,5.398174165648799,0.4881696428571428,2736,0.0036837615,1.5510632126509505,1.5,2.4272695,-0.019566659,0.8866563529757555,2.7181273,0.8138677383358824,0.011877540535291282,880,-1.3075959372663926,-3.1164155077197375e-17,0.08281096266553549
-0.0046592434,1.1854688643650904,-3.146918,0.9999675421585613,0.009116225968262196,-0.0020622747717896923,0.922464521536515,0.5382523,-3.0697064124682942,0.13337955406611715,352.47395542603255,6.106235944021554,0.4881696428571428,2731,0.002869318,1.5338715949077506,1.5,2.6106396,-0.015389071,0.9325824920166224,2.7171812,0.8283540924234686,0.01537855839318138,900,-1.3866824848438097,-4.162828184606958e-17,0.08606913332337408
-0.0058272723,1.3061042633751443,-3.0687048,0.9999818124648094,0.031471511657387666,9.387848010828897e-05,0.7766170923251261,0.5328862,-7.021974465952231,0.15406865647724863,367.58522075453124,3.0613433988799095,0.4881696428571428,2822,0.0035505397,1.5910978457051042,1.5,2.839877,-0.026277505,0.7977727121821037,2.7167335,0.8694611443036788,0.013703443608674594,920,-1.239833169456174,-2.517869368391567e-17,0.08486953899320081
-0.0074216244,1.2858893879368933,-2.774367,0.9999808378665581,0.03732924892931455,0.005678500498611033,0.7604112767156578,0.5522315,-2.647493377933869,0.19012221837883872,405.7441053375085,4.311619066948191,0.7322544642857143,3004,0.006230552,1.8469397431549148,1.5,2.6955433,-0.03358718,0.804016981791317,2.7158465,0.9555094591516532,0.0159548254580555,940,-1.157625663848475,-7.569030474142213e-17,0.08785469169177895
-0.0031952078,1.0278037276228154,-2.940261,0.9999816775779603,0.036321471436239545,0.0076450459065893145,0.7887436818721595,0.56560653,-4.496118676507902,0.20655684520258502,423.1453822906795,3.6786178960626352,0.7322544642857143,3084,0.004030098,1.8689844424242645,1.5,2.7714438,-0.03436558,0.8243409018902191,2.7142873,0.9898448700979787,0.014246068577935771,960,-1.2774869636011723,0.0,0.08299005035667703
-0.008519253,1.3730004944034366,-2.91046,0.9999811097104958,0.024301505352167928,0.012689779836079423,0.8223138741244383,0.5881292,-3.7729805463151576,0.16541974910638227,383.88078859584857,4.046448173475108,0.7322544642857143,2784,0.0040491438,1.6318441285800547,1.5,2.6929371,-0.029399827,0.8552199339781249,2.7125785,0.9159734602832149,0.014212986816507444,980,-1.170665010994721,-2.0417894705750005e-17,0.08359539314276336
-0.0030378618,1.1827148441552995,-2.9909697,0.999987701674291,0.06985262563205116,0.024827516476063568,0.6885263314423365,0.60228235,-7.758100725899809,0.25780367148846317,482.80206025942243,3.4173021687443033,0.7322544642857143,3417,0.003403503,1.894860219404553,1.5,2.760395,-0.01828804,0.7322932057154663,2.7105184,1.1108692804228644,0.01378703371650002,1000,-1.243644058835067,9.981285137982092e-17,0.08308889385314186
-0.0054451786,1.2103609224537022,-3.0246925,0.9999830814261214,0.05051639314170056,0.020580881318859236,0.7832439596589219,0.62016493,-3.638790378147329,0.25686412596389624,470.7940509347924,3.9335808131435352,0.7322544642857143,3199,0.0033402955,2.1142829714697244,1.5,3.6151676,-0.038719643,0.813319687311561,2.7085383,1.1049477084175268,0.017782467139173173,1020,-0.9631086819616181,-8.884560622195688e-18,0.08208066744369379
-0.0012353522,1.2291953318361646,-3.046577,0.9999878902193233,0.08008813925709653,0.027560491501953215,0.7024304607622522,0.6325725,-7.996346689816378,0.33940001455356317,587.287520736166,2.8677804589808438,0.7322544642857143,3900,0.0021473034,2.1824682360306906,1.5,3.1798105,-0.025968693,0.7652623879821651,2.7058165,1.303266474336921,0.011151829349568064,1040,-1.3118046721800039,-7.287617802667694e-18,0.08582807498081226
-0.004636208,1.1719405285200677,-3.4940372,0.9999866565069948,0.04916770392725392,0.0230245027343476,0.7957740636909101,0.64175016,-3.815937708898929,0.2597706521711938,509.81008796994183,2.4318219878297525,0.7322544642857143,3438,0.0019243167,1.899310344071808,1.5,3.544248,-0.023622738,0.8375414645647054,2.7036552,1.1616482736827167,0.017483598663121235,1060,-1.4907020467466665,-8.266931189762655e-18,0.0831736249568088
-0.0025820173,1.3777593344827217,-3.2350268,0.9999878045483109,0.04804727434725814,0.029219218330431455,0.7781371395642369,0.6483459,-4.687230641019497,0.30066084354526973,576.2472633535334,2.449470912927845,0.7322544642857143,3917,0.002493778,2.070565691430865,1.5,3.346043,-0.008545644,0.8402754552856484,2.701597,1.2654137248808115,0.014988586041058578,1080,-1.3583258544301464,-2.902395652836764e-17,0.08292334326646032
-0.0017447323,1.320718888775488,-3.6275625,0.9999886137291383,0.09404161654249406,0.021310349103270353,0.666456795523124,0.6565904,-7.306991031875026,0.3105389753261595,504.3964175496676,2.721686840670556,0.48816964285714287,3473,0.0014881723,2.1460767735113233,1.5,2.991911,-0.031857602,0.6974562494492804,2.699378,1.1674772764696149,0.011889799859235026,1100,-1.3374406114790665,-3.2734476741035424e-17,0.07845248046031494
-0.0044415654,1.140535680872021,-3.4686823,0.9999858412596601,0.04824232647124317,0.023745906669495838,0.8210685940067957,0.6790431,-3.885191058314405,0.29767128909547336,552.7708673805804,3.4338773542351166,0.48816964285714287,3653,0.001835485,2.1041010198699013,1.5,2.900775,-0.026685579,0.8408472223838465,2.6976767,1.2559426518206713,0.01738215597055288,1120,-1.0772393049220688,-4.668224926975747e-17,0.0819605627561061
-0.0011857939,1.4063055158703186,-3.824963,0.9999901853616007,0.07548311034650639,0.03018185728972367,0.6458450910424893,0.68951416,-8.620140021478427,0.3035898571910139,604.8595292977986,3.5136044355811102,0.48816964285714287,4093,0.0015995997,1.999459592257992,1.5,3.5876122,0.010812853,0.7513665622930779,2.697075,1.3075842840804257,0.013903994047443073,1140,-1.3439653862989587,-6.943979826631812e-18,0.0813229381723355
-0.002094191,1.4838520907635613,-3.2744412,0.9999821707615144,0.02851677278542352,0.030861590071657587,0.859798746395674,0.6920416,-3.928849336113115,0.32818769578729046,670.6895644776865,4.76989922585825,0.48816964285714287,4360,0.0015425757,2.358396261182421,1.5,2.8108268,-0.005744934,0.9172710782367308,2.6971674,1.4129148085868266,0.018611140354786674,1160,-1.3877705553405726,3.585307382275735e-17,0.08324186523735248
-0.0021814175,1.2717944812150912,-3.4001403,0.9999860406899924,0.05255158437966416,0.02548333440774611,0.8092394024314562,0.71983266,-5.933872690769098,0.30658131860338983,587.6445141709075,2.3811197567815787,0.3254464285714286,3981,0.0010769169,2.2202072407023414,1.5,3.159401,0.0062895077,0.8374893674018178,2.6962643,1.2899838346364871,0.017037692755859948,1180,-1.2022335425889668,-3.5696696094453667e-17,0.08199824732633441
-0.0035080544,1.4717107758738703,-3.5107074,0.9999838599186357,0.0268588906938225,0.031886919216622116,0.862274458053365,0.7012868,-4.716724869736121,0.2940354425711572,618.8395616342282,4.333474388501583,0.3254464285714286,4110,0.0016806824,2.057757788826018,1.5,3.2023406,0.02076492,0.9100378347633777,2.6955616,1.3229780386714438,0.014897931190743967,1200,-1.527378918606578,0.0,0.08397597908667802
-0.0027069463,1.6529237791163451,-3.014149,0.9999859877240586,0.05340165882776056,0.02884055098911158,0.7984677784781551,0.6974352,-6.693121934299371,0.32764790255127735,624.7131973132882,3.7298577719314854,0.3254464285714286,4131,0.0016537501,2.177385195705076,1.5,2.9919612,0.012127976,0.838230418531384,2.695663,1.34525914265664,0.012634919267186096,1220,-1.245964105569048,2.0640311859407413e-17,0.08123472199012789
-0.0029103765,1.4106465543872075,-3.6763012,0.9999840191037092,0.03427269529415462,0.023845077476923573,0.8538660354137899,0.7217106,-6.485213144620592,0.3195729581755821,621.1931765571853,2.9412953511269797,0.3254464285714286,4026,0.0016469588,2.064857305128301,1.5,3.4205642,-0.003224997,0.8936478929795112,2.6954474,1.3517200905212399,0.015840786588143863,1240,-1.4708009245214346,0.0,0.08433883003244023
-0.0028052868,1.4278654353572549,-3.4443598,0.9999861141572054,0.037404973931456045,0.026738852804839824,0.8477204550286424,0.74074763,-10.970944905601801,0.33786949731851196,653.9161209114925,3.0778353128998637,0.3254464285714286,4229,0.0021074878,2.3768567563413154,1.5,3.8728867,0.019799193,0.8894536881577934,2.694825,1.4276505106810764,0.0074413843353854465,1260,-1.4789874818807498,-1.34413381084909e-17,0.08142629407951543
-0.0046431976,1.5057917334916657,-3.7674103,0.999985604970894,0.044902051977578905,0.028617369780862347,0.8420536380647464,0.7333643,-5.925945215613526,0.3169713488047688,633.1484839872626,7.1440956941946325,0.3254464285714286,4200,0.0023306527,2.2079446628506374,1.5,3.3176312,0.024938283,0.8672006509837475,2.693702,1.3479334824414273,0.016812672649380907,1280,-1.3456004137077833,2.0301221021717148e-17,0.08009658077983195
-0.0027876822,1.391502442049083,-3.3825583,0.9999831517276138,0.035874594664159175,0.03190810625941485,0.866033309732797,0.73578954,-6.00343073331246,0.3297860919969326,686.0824930340651,5.157161187127233,0.3254464285714286,4475,0.0032880916,2.305062298749826,1.5,3.2372127,0.033579983,0.8926952629166216,2.6921077,1.42970758399842,0.018635968438201415,1300,-1.2908199948164725,2.5404879937791292e-17,0.07805976301811844
