_mean_act,_std_obs,_std_adv,_MeanReward,_min_act,_max_discrew,PolicyEntropy,KL,PolicyLoss,_max_obs,_std_act,ExplainedVarOld,Steps,_lr_multiplier,_std_discrew,_mean_discrew,_max_act,_min_obs,_Episode,_min_adv,_min_discrew,_mean_adv,ExplainedVarNew,Beta,ValFuncLoss,_mean_obs,_max_adv
0.013640623,0.04283155776818017,0.9999358544541327,15.842179925665263,-2.0515323,0.17422803357948183,2.7573907,0.0015025901,-0.007988225,0.9029260538350097,0.37652794,0.1291681407598707,480,5.0625,0.0013837700478175133,0.03569644403399096,1.8759373,-1.4125192490808212,260,-2.619892132216101,-0.008207898614149297,5.921189464667501e-17,0.006417238830939476,0.02857142857142857,0.0013785088067311939,-0.003384528898147645,2.675676125762335
0.039064445,0.052783073227189475,0.9999711828086836,24.60877117916661,-1.9541478,0.42910272420235057,2.7577715,0.0016031488,-0.0056429226,1.4093661015692247,0.3918381,0.1811169587834619,526,5.0625,0.010291937598303588,0.08681492561400182,2.3634408,-1.2045204465996675,280,-1.8462826947782962,-0.0028595882303321008,-4.05252510889791e-17,0.17395762343063315,0.02857142857142857,0.009786862135161584,0.030301269909635376,3.1490159983848587
0.07597895,0.04995321702055616,0.9999759529114779,29.032609992043696,-1.9360393,0.4967967839306136,2.7577214,0.0013281617,-0.006294925,1.305984528577985,0.38164756,0.14461321795687332,610,7.59375,0.018751990602790817,0.1161478840751739,2.3515105,-1.1683641640469156,300,-1.6836951352435747,-0.011873457060234098,-4.659296627935083e-17,0.21878046163916232,0.02857142857142857,0.016500561490069728,0.034144982015926466,2.8270346894506466
0.052106943,0.050933934705601674,0.9999786229830665,25.69464542143512,-2.062501,0.516790509556785,2.7576861,0.0030880715,-0.010824286,1.4019451002848766,0.39384964,0.12687695567173185,547,7.59375,0.017948732635952033,0.10496977261299692,2.2033498,-1.0268646273708535,320,-2.626146334528318,-0.001982921166680248,3.8969437061797083e-17,0.1305234554367235,0.02857142857142857,0.015623231877167418,0.027385977647260796,3.4150654942153778
0.07942802,0.05383112325224688,0.9999837432812692,38.87876010626404,-2.306438,0.4928983288388904,2.7568893,0.004314048,-0.019145396,1.7703864187255616,0.3998812,-0.09818257960607046,685,7.59375,0.018061347993743104,0.14926628569429506,2.2110376,-1.26459833080892,340,-3.1918017300318913,-0.0011669342249406539,1.2966108316790149e-17,-0.057195698445033694,0.02857142857142857,0.019203081352619607,0.05891660837612009,2.231384061515425
0.07982232,0.06185807656290391,0.9999840701127233,36.61635992708381,-2.0846515,0.4020676812640901,2.7558632,0.0043500285,-0.014014721,1.397592072522702,0.39531335,-0.4674090778244946,660,7.59375,0.011627778042591914,0.11763733772180487,2.509385,-1.2748937149849033,360,-3.3907470004513556,-0.004949993633912963,0.0,-0.03630306194200883,0.02857142857142857,0.012219572244147076,0.05377733788536943,2.522273084439999
0.12984349,0.060786203287731516,0.9999820007021138,47.77997273583581,-1.74949,0.4468450020332819,2.7544084,0.004755384,-0.0064048423,1.6148578273875482,0.39070502,-0.16779618197291635,745,7.59375,0.013364917849038123,0.15698417444044682,2.3726902,-1.1157414697704784,380,-2.5345256754236276,-0.007535132726064716,-6.199366150927048e-17,0.07684558115380102,0.02857142857142857,0.014036120859040303,0.08049805999252932,2.1398904293873735
0.11028709,0.049706902655573454,0.9999787548093887,46.44079222647936,-2.5356107,0.4193028827702272,2.7529788,0.004690356,-0.011358687,1.241063250690179,0.38472012,0.03626837218666756,693,7.59375,0.013651441221094327,0.16117215419425984,2.1237009,-0.8931861105537965,400,-2.6487727005331703,-0.011838517255252196,2.0506283860320352e-17,0.13507944943224204,0.02857142857142857,0.012804297375836902,0.08174266597592435,2.405039752116733
0.16336435,0.058733485410268155,0.9999744925919064,49.79228575417184,-1.6903609,0.377398995194008,2.751583,0.0034710374,-0.004627962,1.5403726856075515,0.4080576,0.09337145678149805,703,7.59375,0.00989360244534772,0.1578723298020964,2.2015252,-1.273596788009876,420,-3.102898293283745,0.00048101631135423847,-1.0107293538550501e-17,0.04654934087449014,0.02857142857142857,0.00945772190854684,0.09972372457236248,2.5001258658389407
0.15123704,0.05780616856363521,0.9999752153582425,52.51369688424721,-1.7910898,0.37166198776064513,2.7504594,0.0030793047,-0.0070369234,1.5495960159721471,0.40493596,0.2149959662381804,731,7.59375,0.010504380740967595,0.1675658134036483,2.2805977,-1.0752910759538912,440,-2.5152107913276427,-0.005036801747623628,3.888058745609303e-17,0.2677201657594087,0.02857142857142857,0.007814234884376216,0.09381550167829154,2.7789926678059205
0.17231855,0.05845675532314246,0.9999766332549017,51.359036464206476,-1.7768209,0.35364805845068964,2.7495537,0.0013075657,-0.0054370235,1.28053418553755,0.38362065,0.008265311741744163,719,11.390625,0.009131775703078594,0.16239297785341877,2.618212,-1.0408157991601272,460,-2.2280304893916894,-0.0007390074092934476,-1.4823561942143954e-17,0.21464886127800853,0.02857142857142857,0.007175130680363893,0.10315107526413368,2.6874566150417145
0.15941195,0.05530835280394264,0.9999735321244491,49.30770286009063,-2.184898,0.3693974089063153,2.7481544,0.002886964,-0.009593617,1.2149072826692953,0.41347942,0.1554591528536574,701,11.390625,0.009967880534919408,0.15691618321325662,2.2219806,-1.0517662386880273,480,-2.920176681788003,-0.0002778669768383029,5.06806516234023e-18,0.06112811028182841,0.02857142857142857,0.009367924302189818,0.07418062128321644,2.544452555767719
0.17823143,0.051285194924449495,0.9999712313342692,58.37177309795417,-2.0863547,0.3752610902080299,2.7469783,0.0026098164,-0.0101386085,1.494200692235097,0.39248252,0.3274474039514046,782,11.390625,0.011027007315165432,0.18181740413206515,2.3258724,-0.9475549201208633,500,-3.538781587286346,0.0020131780672945137,4.5431121212282624e-18,0.3759235745328948,0.02857142857142857,0.006995948994349747,0.08595342306620593,2.544455196078965
0.19149193,0.042720126815906145,0.9999637937115766,65.27075682764641,-2.181054,0.37406495749794927,2.7454855,0.0049528084,-0.014419337,1.23656753459504,0.4171972,0.5426246517645492,836,11.390625,0.008194007426275698,0.1864100728870553,2.3758614,-0.8412883785461608,520,-3.135675460722413,0.0031011063285389965,0.0,0.5656228825447365,0.02857142857142857,0.003560538000925474,0.11225032708738099,2.92949017134064
0.15007588,0.0482819001883961,0.999972100948515,59.77296057237169,-2.315353,0.39006520449581383,2.7441244,0.004452502,-0.011953459,1.0674998594783602,0.41685832,0.31152792167706356,842,11.390625,0.010978346730124289,0.1816478966728002,2.3798513,-0.7890629984578286,540,-2.9656180800649206,-0.003446330673360849,-2.531624949264015e-17,0.25922654022002034,0.02857142857142857,0.008140513275542572,0.06925096335007955,2.3285060431031064
0.16370328,0.045645856113903864,0.9999580717325992,71.5759844760258,-2.020218,0.4072492695972082,2.7429056,0.0065326607,-0.012102629,1.2298940586843035,0.40618888,0.6482581668762489,893,11.390625,0.00967990217410055,0.20600158549711636,2.5100915,-0.7362987062435007,560,-4.022907409204893,0.001454030529675484,7.161124996462376e-17,0.6077140926398599,0.04285714285714286,0.00393629338837948,0.09190347273697803,2.8711002599167146
0.18025213,0.04035903866856772,0.9999608994918765,71.85243973026505,-2.1392555,0.3656279123416075,2.7416162,0.008825856,-0.008700621,1.2518887194076214,0.40980864,0.6339362759176416,887,11.390625,0.008670651133016688,0.2016777718378742,2.8599355,-0.9125400415053754,580,-2.799549680391678,0.010093983069422195,1.6021256725143183e-17,0.7620055354513436,0.06428571428571428,0.0020637320082710327,0.09640286036941144,2.707805352781852
0.1542976,0.037268720599669396,0.9999515769752696,79.06518808567,-2.6433258,0.44015943048106265,2.7397394,0.006285341,-0.0032821896,1.1398218500983648,0.40286908,0.7463749821287878,936,11.390625,0.010653020068866956,0.22272940320788837,2.7259521,-0.7894258460753197,600,-2.6665155252963553,0.012255475126407974,-7.591268544445516e-18,0.8043279079851167,0.09642857142857142,0.002795549438701158,0.0842336856479517,3.1934833989785143
0.14837931,0.038759009542926895,0.9999428597223242,79.76940487012116,-2.194662,0.39910057389854536,2.737588,0.0076374053,-0.010729764,1.0560648031937079,0.41617417,0.8609487327077203,935,11.390625,0.010673425790998918,0.22238656070630847,2.4906368,-0.9086002311791493,620,-3.0638265739785435,0.01062772803640157,-6.079510038589093e-17,0.8719900664823687,0.14464285714285713,0.0016501019972364702,0.09156577695304693,3.8872944904282796
0.12407104,0.03445814224852899,0.9999582341714478,85.98802426542525,-2.0993204,0.46128787415656913,2.7354398,0.009591013,-0.014022353,0.999048010031834,0.42072296,0.740304573354055,1027,11.390625,0.012466117755761709,0.24119100970515003,2.5455418,-0.7122755972086835,640,-2.707219744158389,0.011874044384150474,-2.075587348861052e-17,0.8297014514773229,0.2169642857142857,0.0021307532846859324,0.06416087563550306,3.0478773000419124
0.14145336,0.033729772379938426,0.9999431928225094,89.12823992474102,-2.1426122,0.4485173316948001,2.733112,0.014577519,-0.0061098468,0.9656457717054474,0.4166483,0.8578287415029474,1034,11.390625,0.012853173302125388,0.24830053218223216,2.248462,-0.7789320736865663,660,-3.041876279929047,0.012111252983200363,0.0,0.8701294848687258,0.3254464285714285,0.001682022853778769,0.06954284597892979,3.6685795921785624
0.15134776,0.03392272464230182,0.999940807411863,93.54956294357828,-2.5951934,0.46031798455485734,2.7312274,0.019711722,-0.0058372505,0.9485948043690762,0.43259975,0.8743598868038712,1058,11.390625,0.013912274492847395,0.25752663103274787,2.7339165,-0.868089197544686,680,-2.865526845450364,0.012495666712448818,-1.343180974971834e-17,0.8746896537086032,0.4881696428571428,0.0017745933571106196,0.06510037968311176,4.677081588700604
0.17283249,0.037104614913838825,0.9999385794587184,104.97771892146545,-2.269028,0.5252709925475524,2.7295117,0.025074702,0.012780014,0.9504064653412279,0.45003104,0.8808666916743836,1124,11.390625,0.01724855363689415,0.28885440816025904,2.419373,-0.8731429239026399,700,-2.831293549705812,0.012473768332388502,-1.1062720530072734e-16,0.886273685458655,0.7322544642857143,0.0024638691059836446,0.060735444652394145,3.761143838333638
0.18622176,0.04603138275196308,0.9999374303518809,118.57620194328051,-2.2955017,0.5727641119563736,2.7283561,0.04016866,0.042046167,1.1937627465191778,0.4454439,0.8978668046872021,1227,11.390625,0.021382660146779853,0.3243227987387529,2.4005542,-1.1863591015562713,720,-2.5357174704793417,0.013637843348032551,-5.790894341973106e-18,0.896369487271387,1.0983816964285715,0.0022839662793629986,0.047366677424122296,3.8128201090505907
0.24175239,0.05774251716048309,0.9999409698751296,144.2325431443997,-2.08484,0.6484002749944361,2.7265964,0.06667682,0.19896679,1.0096001895528837,0.48005602,0.9010634113451786,1418,11.390625,0.03071002451502581,0.3854007358734928,3.6814947,-1.7196034803117435,740,-2.9555931983008517,0.01291046643520315,-1.202611118352779e-16,0.925018130054502,1.6475725446428573,0.0029134668477301586,0.027096993079450786,3.6398617104655044
0.31907985,0.0876706919992274,0.9999615900076845,177.3614230563668,-2.3207233,0.7881210917527632,2.7245286,0.093061976,0.49853623,1.153755791826155,0.5153442,0.9071726719214493,1647,11.390625,0.044368977706561945,0.46274075496703854,2.9277186,-2.202772572241818,760,-2.651596236497607,0.014198344422327031,7.765494379891805e-17,0.8485894120288343,2.471358816964286,0.011500685113679358,-0.011278924897698515,3.6642979726940674
0.3728885,0.10094934036066196,0.9999654112309786,205.46204192378636,-2.2751527,0.8111606941923524,2.7225103,0.0820658,0.4847709,1.4112541499528335,0.5336025,0.9594334293361805,1817,11.390625,0.05641805450725386,0.525102179291972,3.2433658,-2.091987244090869,780,-2.550645822265193,0.014023139298779958,-1.6033160245549867e-16,0.9601424618137027,3.707038225446429,0.004249785550967418,-0.048359669519564163,2.9404530346419553
0.327737,0.08787697514844318,0.9999748099596979,191.68067453082466,-2.4038393,0.8231081891419103,2.720561,0.018730747,0.09401688,1.2710595516787522,0.52668047,0.7985842723902133,1820,11.390625,0.054137405139242485,0.4991506941043927,3.121951,-1.7350542204571542,800,-5.622260780943632,0.012720223517215776,-3.123264772571869e-17,0.8168669006309845,5.560557338169644,0.01070782639448928,-0.05638459779943226,2.033333994437683
0.30079782,0.07447521389745332,0.9999811429150333,171.885987571748,-3.3594072,0.8244107982046123,2.7194285,0.0022377088,0.013891265,1.0700970536395829,0.54096675,0.6006882566951159,1695,11.390625,0.05299726249867554,0.460911781837118,3.414852,-1.4959113818945795,820,-3.8647341174858205,0.011751169093387335,-6.707188066172037e-17,0.6366132670636446,5.560557338169644,0.01937840254506012,-0.04313061855096308,1.8176236555149528
0.2753276,0.07301870991359226,0.9999774004934788,178.3366144650521,-2.4419436,0.8711327277562833,2.718411,0.0037333642,0.012310184,1.6260759193866494,0.55660635,0.6563097098331275,1854,11.390625,0.05331148351199508,0.4783390492767998,3.1488938,-1.464305237548873,840,-3.8572290440999764,0.012092163184606732,1.5329940361598708e-17,0.7021725265112705,5.560557338169644,0.01597085299072337,-0.034477717356527715,2.81717877520734
0.26790395,0.06276955570799124,0.999982329251852,154.13698776309332,-2.2100284,0.822750854917788,2.7173235,0.010179221,0.038978457,1.0922141393355738,0.5500767,0.3816830794846068,1653,11.390625,0.05075986204501839,0.41753729359288616,3.0670485,-1.3374530698009863,860,-5.0272160313238965,0.004075311159562828,-1.7194016594315795e-17,0.43217501384212176,8.340836007254465,0.02924426215436698,-0.026878588898618754,1.7808599837783405
0.2796841,0.06727451161130862,0.9999699789682864,197.47235827635242,-2.6139922,0.8319714270239473,2.7169518,0.02428987,0.18519673,1.3747273491208478,0.5515892,0.7801940230762764,2054,11.390625,0.05764472882289554,0.5223352564173133,3.0574214,-1.3526071955585388,880,-4.155960265592657,0.012413651263573373,-4.151174697722104e-17,0.7797507227927698,12.511254010881697,0.012908087468592986,-0.033626754731251554,2.7971426433011803
0.2920369,0.06642458624900878,0.999969220784111,214.91673539092818,-2.4660413,0.8563366703424787,2.7165737,0.02851272,0.3704427,0.9662405681703132,0.5641002,0.8694487790493538,2057,11.390625,0.05741772031182352,0.5429761828975803,2.9270048,-1.1994441850718245,900,-3.112034141580471,0.012978243139705333,-1.1744508029092565e-16,0.9295887259196021,18.766881016322543,0.004230337262940469,-0.0331352355393768,2.741390413298742
0.24782339,0.0624060894875586,0.999969507931309,221.24036004548458,-3.2700398,0.8569959536874071,2.7160766,0.02157028,0.40895036,1.162401857913863,0.5654981,0.8929640155090225,2155,11.390625,0.05818606701797166,0.5604320600420661,2.6976178,-1.1936490479172044,920,-3.7071113022904396,0.013273609147609727,2.308027447944641e-17,0.9424172902140081,28.150321524483815,0.0034947582672085137,-0.022637164276081184,3.2481420973405
0.22667205,0.059495604000396746,0.9999648166615314,231.1236621092302,-3.108545,0.8860892193256574,2.7157004,0.017427547,0.49093023,1.4426734180680507,0.5787938,0.9051330147019684,2346,7.59375,0.05873882076160367,0.5897667511561504,3.371231,-1.0864276221421993,940,-5.299555916626296,0.013717889312008876,1.2114965656608699e-17,0.9712601378772872,35.0,0.0018988005597615747,-0.015272876720612644,3.5726065790815773
0.21159492,0.05591155463404241,0.9999422433887859,232.77410074882891,-2.9488227,0.9200404119043393,2.7157803,0.00733591,0.25017798,0.9472675891491739,0.5888869,0.9595594119819175,2331,5.0625,0.06026849649253446,0.5911404122470713,2.821313,-1.2413037617934706,960,-2.310677990790844,0.014402354068319873,1.524115692321107e-17,0.9847446055219067,35.0,0.0009196140295352808,-0.01216063523543037,4.628839850911208
0.21366654,0.05345031400505257,0.9998870966829011,222.3726396427011,-2.7088218,0.8594927507941413,2.7155862,0.0029301667,0.10159292,1.6178329405222547,0.58570683,0.9928536755783897,2101,5.0625,0.05869275116128836,0.5631944963172011,3.08112,-1.0114878869491357,980,-3.085940289274451,0.013699401687362547,1.6909631979059975e-17,0.991682195331078,35.0,0.0005142211898805674,-0.008350943230929844,6.227133003053843
0.19822659,0.05611022344433516,0.9999092530784338,229.5467647764743,-2.823566,0.9175625655389505,2.7154834,0.0016818648,0.059850197,1.4392001689617588,0.5668931,0.9873518274954912,2250,5.0625,0.06059159964414131,0.5850270587503088,2.9930396,-1.0771184043241027,1000,-3.3005842350459904,0.014131195402197094,3.789561257387201e-17,0.9872763215391421,35.0,0.0007713115828647236,-0.008428870833786312,5.116646155129956
0.18981001,0.05441923789329171,0.9999762459497525,222.60133047837226,-3.0801477,0.9413783428275527,2.7153368,0.0014507322,0.049879216,1.3156906570393776,0.61036325,0.6918012947878115,2233,5.0625,0.06337765620038147,0.5676996731912707,3.3388262,-1.1257041286803033,1020,-10.249229026602732,0.005201592881369569,-1.2728038258129873e-17,0.7363263437636509,23.333333333333332,0.016720851789192474,-0.004433366062992853,1.4592392238696317
0.18419671,0.05436841675304085,0.9999739439538271,232.18103439416336,-2.8041615,0.933730585668224,2.7151933,0.0009047715,0.019654728,1.261054189194969,0.61969626,0.7433327885899433,2420,5.0625,0.06455998940530908,0.5784345825241322,3.0044518,-1.0800485591785,1040,-9.609831442333531,0.0004559054441330883,0.0,0.7606276675491248,15.555555555555555,0.01546298059873245,-0.006536885776753207,1.515140452486839
0.17746778,0.052641372588873164,0.9999496000795879,238.20473872775352,-2.7853198,0.9149753005983217,2.7153058,0.00087389007,0.012140293,1.3901725353255467,0.6182335,0.9393163566866732,2430,5.0625,0.06005418438348923,0.5897894430370337,3.2348642,-1.0710713161133993,1060,-6.3557372692651555,0.01239754082836905,-4.093661852115804e-17,0.9560193685918043,10.37037037037037,0.0026630622743316805,-0.004671764761819139,2.6565221504826018
0.17592639,0.049750811349194964,0.9999302669832693,228.6311507205218,-2.9718595,0.880513440705519,2.7157469,0.00090766774,0.0074896477,1.3988471996575436,0.60909504,0.9836240326296617,2199,5.0625,0.060428032631534116,0.5696512002976281,3.2176876,-1.0491322165501085,1080,-3.2548559528433527,0.013275885839716969,-2.908087595198227e-17,0.9888161076516692,6.91358024691358,0.0007013064632837821,-0.0016204133004264628,3.2334691387547716
0.17168431,0.05182952668566391,0.9999730152409031,236.61512835061143,-2.8514018,0.9188878078984161,2.7163713,0.0006765797,0.0029761947,1.0627312614498101,0.63677996,0.7783981922893153,2479,5.0625,0.06701021614793223,0.590475777187127,3.184171,-0.9032707621560511,1100,-9.617660794741699,0.0037738675041721205,1.146498968551997e-17,0.7870402711341156,4.609053497942386,0.014552868918015417,-0.0023731732011308443,1.8264959452282836
0.15127827,0.04837553813983778,0.9999202928470874,241.83798938055793,-3.1921415,0.8980285857900184,2.7171054,0.00062263437,0.0014723786,1.3215490035374926,0.61718464,0.980833095336937,2453,5.0625,0.06111922936904945,0.5975709961074679,3.5037456,-0.9600244759105124,1120,-3.366229854025983,0.012877424486127956,1.0138196392826542e-16,0.980497959718752,3.0727023319615907,0.0011966752343534255,-6.999520662924689e-05,4.372114962026511
0.17453441,0.05080090043856227,0.9999777285377447,226.2833991489903,-2.9919128,0.9058453672142803,2.7176373,0.00066115154,0.000680165,1.496610206464058,0.6202422,0.6261409011428396,2416,5.0625,0.06982969772269897,0.5640744593323032,2.9676595,-1.1612295460120836,1140,-7.5532631118866735,0.0035389101906111568,-2.352790515761921e-17,0.6972485876608752,2.048468221307727,0.021531738987021157,-0.0008686281301209602,1.417010227509111
0.15600671,0.05171118921122004,0.9999633623334927,246.5869236735195,-2.7126343,0.9158457651701398,2.718247,0.0005646201,7.6670316e-05,1.5820146128251766,0.63255626,0.8804843154634322,2578,5.0625,0.06104761686065227,0.5933922202968994,3.316144,-0.9710572770074821,1160,-6.470584853047909,0.012576152809472538,-5.512356367417379e-17,0.8768111114344826,1.365645480871818,0.00805111986418961,-0.002235002587496423,3.7678965910868385
0.14107686,0.047022540903212846,0.9999452280569965,239.5349057899146,-2.9857664,0.9127978501507574,2.7188363,0.0006095988,-0.00067018246,1.3927009339553529,0.6227351,0.9673433625059105,2394,5.0625,0.06303817587426931,0.5875180081713457,3.1965566,-0.8746399894596814,1180,-4.267151354197657,0.012941707486894879,2.3744118154055143e-17,0.9771841406455684,0.910430320581212,0.001451617260449836,0.0010407237656380151,4.367041875986776
0.14849567,0.0484487342596256,0.9999475185922923,246.8378583383832,-3.3762045,0.9439410488057691,2.719374,0.0005146422,-0.0009373115,1.1677458511713628,0.6321482,0.9412181100281807,2536,5.0625,0.06501535155754587,0.6015058415736104,2.6019747,-0.9070015199140146,1200,-3.2695245901691536,0.012680192303731838,0.0,0.9713949252653604,0.6069535470541413,0.0019068959662904904,0.0003449167865392581,5.680224047245944
0.13442722,0.04356496180746558,0.9999319707386074,256.19098128128405,-3.3549395,0.9756791843694491,2.719823,0.00037171398,-0.00074418524,1.2762525069984132,0.6361041,0.971900364990938,2707,5.0625,0.06639798339083354,0.6112771963395561,3.2677255,-1.0996830981171535,1220,-3.106659937011423,0.011772228801244164,1.0499338540969341e-17,0.9778193183894572,0.40463569803609417,0.0015010344078109918,0.0032651464221541524,4.516542902942464
0.14004532,0.04322260618469307,0.9999203886532464,244.74440646098282,-3.03338,0.9230715368433122,2.7201743,0.00038378823,-0.0014670215,1.2315719132141936,0.60640967,0.984115985153681,2493,5.0625,0.0640284183306314,0.5874973688197859,3.3971908,-0.8431077206351998,1240,-3.637840742605823,0.01201365018251409,0.0,0.9875030428485906,0.26975713202406276,0.0008072777509577583,0.0033641175718216528,4.033320834381225
0.13556118,0.043898363864355555,0.9999165500562286,245.31169881069818,-2.9718866,0.9578736259275666,2.7204592,0.0003482116,-0.0015552365,1.1023370553929666,0.62195945,0.9839319017281756,2483,5.0625,0.06749438628526044,0.589933459376429,3.3023765,-0.9156317950321455,1260,-2.592542326997598,0.011442063075590817,-2.8616300272255345e-18,0.9858033378327781,0.17983808801604184,0.0009607104866270615,0.003080870611214587,4.945486960342319
0.13973753,0.041357043052646945,0.9998935272783239,241.34971472302126,-3.1257927,0.91811444988505,2.720849,0.00032379988,-0.0017106468,1.046346837299916,0.65118617,0.9916272080094427,2420,5.0625,0.06655365227997878,0.579397360755839,3.288971,-0.8986213795590982,1280,-2.6508495763368454,0.012041329414945368,1.1744508029092565e-17,0.9925502421038167,0.11989205867736123,0.0005109044721756551,0.0025704020285840434,4.5605382864040065
0.13108978,0.04243108425287681,0.9998919975078988,238.46422826532861,-3.501923,0.9088860855293132,2.7211354,0.0003272124,-0.0026962238,0.7922084073652035,0.65757364,0.9911581660115202,2354,5.0625,0.06637730724290647,0.5761246901304005,2.9292798,-0.9449479230538522,1300,-3.565924024982009,0.01136299841358604,-1.8110689951404423e-17,0.991307508742584,0.07992803911824083,0.0005770729406589588,0.004161998340624527,4.0607239372138935
