_max_obs,_MeanReward,_min_obs,ExplainedVarOld,_min_adv,PolicyEntropy,PolicyLoss,_mean_adv,_mean_obs,_max_discrew,_min_act,_std_discrew,_mean_act,_Episode,KL,_min_discrew,_std_adv,_max_adv,_max_act,_std_obs,ExplainedVarNew,_lr_multiplier,_mean_discrew,_std_act,Steps,ValFuncLoss,Beta
1.1019120347913673,-1.6651281065894317,-2.8723034829195466,-235.92669250983838,-2.587702891697214,5.513554,-0.03644729,8.881784197001253e-18,-0.04876009352356077,0.03131144069506638,-2.0162106,0.0003233435520565109,-0.041926347,20,0.012479155,-0.06985120559565255,0.9999926415940723,2.358529007916216,2.0948787,0.1336903363703221,-30.308631950586456,1.0,-0.013969634333206006,0.43206286,400,0.011191634115658999,1.5
1.038183331766259,-0.18539999638396082,-1.1955197002761688,-25.966155203337784,-3.586638358907016,5.505484,-0.040504236,0.0,0.009112772127422782,0.04145256158285747,-2.428822,0.0003147138884436031,-0.014596469,40,0.012498597,-0.047873230957450705,0.9999784021190611,2.2328913159652033,2.0087202,0.07669232929918507,-7.687927080931317,1.0,-0.008737082648255054,0.4138223,391,0.004774505873345013,2.25
1.0759432950918584,5.274801706398132,-0.8869522715728242,-0.4648818127545429,-3.0687220008660785,5.503971,-0.03057748,-4.584146682323227e-17,0.022285355492105384,0.2910265311179237,-2.38633,0.00600512868388741,0.015987327,60,0.013419585,-0.04761647583656143,0.9999726488094558,3.3504870248919016,2.1840699,0.08346269241705824,0.1705236184875174,1.0,0.02847780892429755,0.40279707,465,0.005449022686613864,3.375
1.015775156972011,-0.12210437044909236,-1.0379686909852042,-4.403673092943929,-3.7675347219795885,5.5129995,-0.036629144,7.325182842887631e-18,-0.0012590718635879044,0.03702518542472269,-2.2713664,0.0004477622601358526,-0.016735347,80,0.009084532,-0.06062684666173261,0.9999581586751083,2.727846056703997,2.0544379,0.0765652889885503,-3.327585579704218,1.0,-0.008041012878454875,0.41603866,485,0.0022585914567991422,5.0625
1.010527125450333,7.089242721803435,-1.115186322466688,-1.4745062215610583,-3.002736182190855,5.5148487,-0.015533956,-3.552713678800501e-17,0.03316813225788709,0.10232263761681007,-2.294847,0.0010246399361691723,0.03041592,100,0.0032095818,-0.06204531090687968,0.9999596105961029,2.852137041193083,2.192558,0.07547910373720981,-0.261764577458671,1.0,0.008055691956035772,0.40679398,600,0.0013540862388359176,5.0625
0.9831482367868517,7.340837263691574,-1.1212341422618042,0.1682823464671962,-3.0166234766944946,5.5232496,-0.014997938,-1.6731775567349297e-17,0.031834132886965426,0.1285559122245101,-2.5353909,0.0017202759901711313,0.030666294,120,0.0026553522,-0.0681612070406584,0.9999401160798892,2.7193923534332565,2.2754486,0.07552437684676679,0.28998245801233513,1.0,0.006049622671218795,0.4124004,637,0.001230064406321842,5.0625
0.9548042512136724,7.23725164980663,-1.2352778587208686,0.1147587320604786,-2.580368036916804,5.504961,-0.015633244,-7.881446727714422e-17,0.004571163741067572,0.19714647483034414,-2.5366502,0.002768459637583975,0.020794945,140,0.0039436426,-0.04933555481827769,0.9999495061980749,3.3272327030623456,2.9332817,0.07666407189430519,0.2717478306661444,1.0,0.02135107257302384,0.42126366,586,0.0020804660575086346,5.0625
0.9594438890886922,18.31066999899487,-1.351005891815375,0.1710095924825945,-2.0730192317546265,5.501835,-0.010649575,-5.1738548720395646e-17,0.020610625901668386,0.40178162718432264,-2.5506232,0.009801638113570184,0.05049605,160,0.0021671513,-0.05753144282542628,0.999966953419072,3.3754076470363286,2.5001037,0.08000185842091839,0.3190514067718261,1.0,0.057568899528443684,0.42296335,824,0.007023205978111632,5.0625
0.9129439473574911,7.868454820316368,-1.2152564935414776,-0.2271380535936134,-2.8856637871210364,5.488925,-0.017272314,0.0,0.01896472914481728,0.16692416456044165,-2.7952225,0.002390840866989112,0.052333336,180,0.0035898092,-0.12880448005871342,0.9999597839049462,3.813467127018226,2.331132,0.07646479773916917,0.1918722056327563,1.0,0.0069554293309825885,0.41423747,674,0.0019796797161949773,5.0625
1.127934630287208,15.382462862856647,-1.1934301000319174,0.13441223671644287,-2.2816833979315065,5.479929,-0.01516958,3.50885301609926e-17,0.021424682649451427,0.30702679295204843,-2.4206083,0.004395568297934743,0.073021874,200,0.0031544485,-0.06584443854107713,0.9999600872320094,4.129452813440468,2.3878684,0.07797800525689891,0.2807053434919492,1.0,0.03808929092011732,0.40603855,810,0.0032381596720879808,5.0625
0.8862492697775043,15.752419543057943,-1.1024785549821552,0.4144295810239006,-2.509058338405551,5.4634595,-0.013813378,2.2509273572125667e-17,0.038906410669667366,0.1977198906235088,-2.1629248,0.004652863131227282,0.070396885,220,0.0031262208,-0.13183904988743028,0.9999527639379672,3.3225842421349387,2.4783084,0.07433059828765295,0.47788439455933795,1.0,0.021551583397657257,0.4010811,947,0.0024850105759634967,5.0625
1.6457667171090238,28.229902308625032,-1.1676045901667138,0.19193710305916056,-2.0531607556561813,5.47147,-0.016236752,3.5131902880598276e-17,0.03801641862720144,0.8643161932020439,-2.1644619,0.05337758252633706,0.08234824,240,0.0031350732,-0.0354802842924082,0.9999836892935559,3.415878394512486,2.8041267,0.07757771537720161,0.3421778751934912,1.0,0.13792612997103634,0.418366,809,0.03593373204828996,5.0625
