_MeanReward,_Episode
-1.9639146952433661,20
-1.8879688798235008,40
-0.21347447535057654,60
-1.2105538435763294,80
0.6703213329484773,100
0.5541783356446021,120
-0.1542576820422064,140
2.365136785279622,160
2.4028239513764853,180
0.16078006795142802,200
3.2504597206289105,220
4.658577495808263,240
3.7193262863255527,260
7.679861328452822,280
9.260042881894334,300
13.252360984825824,320
11.904831209495391,340
16.31904789518818,360
22.318587621350826,380
41.44299466533744,400
71.99303779141994,420
25.087188674977412,440
47.5519458113713,460
39.38469474425961,480
24.831839253931733,500
23.157752895689807,520
31.997190165993747,540
39.76888364771617,560
47.47904742659673,580
82.10884584179729,600
64.75778120587367,620
62.15721485344029,640
115.34038129538824,660
95.97173228483601,680
120.9760271477732,700
89.05189283252109,720
85.41036682064207,740
128.72777276884136,760
101.15800945803804,780
107.83833773009796,800
122.0126566408272,820
153.6351656279236,840
208.21353954362675,860
123.42160289830878,880
256.24274092307996,900
335.07831487086366,920
312.7565965141927,940
346.45943903933187,960
283.8251643756868,980
310.00991770351885,1000
481.02681519182727,1020
433.5037663541786,1040
492.3352502999732,1060
363.01987519029535,1080
690.9524713881317,1100
661.548929263751,1120
557.5656917451598,1140
473.85421172331735,1160
457.7031045870917,1180
504.1606346289139,1200
385.7370597833564,1220
467.580591077216,1240
471.99799655443564,1260
387.6110137911997,1280
403.7601338610455,1300
399.17326681175865,1320
462.109814632225,1340
469.19397430679766,1360
449.6307572269693,1380
428.77024861785316,1400
530.2856232818353,1420
468.37943164488496,1440
483.5077764636444,1460
487.85216249750033,1480
598.6584328203622,1500
490.31515003560685,1520
498.56423319045655,1540
459.26772374788584,1560
665.6726859664626,1580
522.087740901909,1600
530.8035055971038,1620
598.595426389654,1640
512.0331272745831,1660
515.7779265273766,1680
537.2096000935346,1700
509.6944277622247,1720
558.6015293701693,1740
573.9426423717442,1760
572.0087653914742,1780
524.190102433991,1800
572.129952273755,1820
520.5007921890476,1840
551.2524590751926,1860
532.6673466061085,1880
585.9499554582071,1900
510.1284003140309,1920
539.0738102063469,1940
553.4514504604722,1960
535.9804462832988,1980
529.8511638534982,2000
